,Unnamed: 0,Body_Temperature,Heart_Rate,Pulse_Rate,SpO2,ECG,Anomaly_Type,Normal
14929,1429,100.65,82,81,95,504,0,1
14930,1430,100.65,81,81,95,563,0,1
14931,1431,100.67,82,81,96,539,0,1
14932,1432,100.43,84,83,97,542,0,1
14933,1433,100.32,83,82,96,537,0,1
14934,1434,100.37,85,84,95,512,0,1
14935,1435,100.21,85,85,95,538,0,1
14936,1436,100.17,84,83,95,539,0,1
14937,1437,100.06,85,85,95,529,0,1
14938,1438,100.15,86,87,95,508,0,1
14939,1439,100.4,87,88,95,560,0,1
14940,1440,139.1,140,127,91,944,1,1
14941,1441,58.5,132,46,78,935,1,1
14942,1442,146.1,12,92,63,94,1,1
14943,1443,60.1,55,143,89,238,1,1
14944,1444,102.8,106,116,5,281,1,1
14945,1445,70.0,63,131,76,46,1,1
14946,1446,144.6,88,53,68,937,1,1
14947,1447,69.1,123,47,61,187,1,1
14948,1448,61.6,144,29,48,695,1,1
14949,1449,79.8,108,92,16,835,1,1
14950,1450,89.0,141,104,88,267,1,1
14951,1451,102.0,17,113,35,735,1,1
14952,1452,102.9,123,36,33,615,1,1
14953,1453,128.1,26,118,13,155,1,1
14954,1454,92.4,141,16,16,678,1,1
14955,1455,112.6,8,53,99,338,1,1
14956,1456,90.5,91,109,77,997,1,1
14957,1457,92.2,22,90,55,154,1,1
14958,1458,50.4,59,148,82,127,1,1
14959,1459,125.6,63,32,12,585,1,1
14960,1460,146.5,24,17,14,407,1,1
14961,1461,58.6,108,60,50,429,1,1
14962,1462,128.3,70,128,89,570,1,1
14963,1463,104.2,94,96,1,205,1,1
14964,1464,98.9,56,113,38,891,1,1
14965,1465,53.2,52,36,55,773,1,1
14966,1466,116.7,70,59,40,101,1,1
14967,1467,84.4,24,97,81,19,1,1
14968,1468,132.4,44,4,67,556,1,1
14969,1469,58.7,98,148,82,573,1,1
14970,1470,65.8,98,38,7,877,1,1
14971,1471,102.5,2,72,87,648,1,1
14972,1472,50.7,63,76,46,259,1,1
14973,1473,147.2,108,76,55,433,1,1
14974,1474,111.6,32,5,12,801,1,1
14975,1475,61.4,64,128,0,250,1,1
14976,1476,142.9,42,20,87,204,1,1
14977,1477,123.4,116,13,44,564,1,1
14978,1478,95.8,98,60,69,817,1,1
14979,1479,98.4,10,10,3,958,1,1
14980,1480,110.0,92,32,15,750,1,1
14981,1481,83.4,80,100,15,20,1,1
14982,1482,148.9,111,32,99,717,1,1
14983,1483,145.5,54,130,18,861,1,1
14984,1484,116.9,136,77,71,251,1,1
14985,1485,75.0,1,3,86,705,1,1
14986,1486,65.5,85,17,39,67,1,1
14987,1487,59.0,1,51,44,248,1,1
14988,1488,94.3,49,40,48,739,1,1
14989,1489,54.4,112,89,61,627,1,1
14990,1490,103.0,117,4,72,873,1,1
14991,1491,91.6,11,107,82,566,1,1
14992,1492,137.7,15,99,32,67,1,1
14993,1493,104.0,66,51,56,733,1,1
14994,1494,87.1,106,123,79,38,1,1
14995,1495,74.0,70,43,97,210,1,1
14996,1496,113.8,107,35,74,836,1,1
14997,1497,120.8,97,116,4,891,1,1
14998,1498,101.9,105,67,32,530,1,1
14999,1499,110.5,0,77,27,293,1,1
15000,1500,105.7,25,115,32,766,1,1
15001,1501,114.1,61,95,16,17,1,1
15002,1502,56.6,7,95,99,883,1,1
15003,1503,112.1,121,46,93,187,1,1
15004,1504,76.5,53,34,78,97,1,1
15005,1505,89.9,145,6,35,343,1,1
15006,1506,137.8,38,92,24,462,1,1
15007,1507,66.6,136,90,20,852,1,1
15008,1508,89.3,22,149,11,322,1,1
15009,1509,143.7,26,44,90,914,1,1
15010,1510,137.3,32,143,66,767,1,1
15011,1511,130.9,84,38,64,712,1,1
15012,1512,142.1,85,124,77,888,1,1
15013,1513,88.2,4,118,88,80,1,1
15014,1514,95.4,114,3,88,926,1,1
15015,1515,104.3,117,111,58,88,1,1
15016,1516,58.4,52,45,26,400,1,1
15017,1517,122.2,20,142,46,608,1,1
15018,1518,124.4,108,16,97,210,1,1
15019,1519,112.0,1,106,60,141,1,1
15020,1520,84.4,34,132,86,883,1,1
15021,1521,108.7,46,55,92,330,1,1
15022,1522,149.4,129,13,88,69,1,1
15023,1523,62.3,9,36,10,596,1,1
15024,1524,103.3,147,3,8,551,1,1
15025,1525,79.3,68,137,77,380,1,1
15026,1526,122.0,14,139,79,95,1,1
15027,1527,117.7,11,103,16,297,1,1
15028,1528,103.6,119,80,19,227,1,1
15029,1529,96.1,50,24,82,262,1,1
15030,1530,73.4,25,47,58,219,1,1
15031,1531,93.1,39,67,54,954,1,1
15032,1532,145.3,86,70,42,162,1,1
15033,1533,139.0,51,10,39,358,1,1
15034,1534,56.4,60,74,19,369,1,1
15035,1535,76.4,66,123,2,474,1,1
15036,1536,56.8,36,49,83,0,1,1
15037,1537,56.8,20,5,59,193,1,1
15038,1538,91.9,61,20,60,511,1,1
15039,1539,145.0,141,57,6,122,1,1
15040,1540,87.6,108,137,66,43,1,1
15041,1541,122.4,10,114,65,402,1,1
15042,1542,51.3,83,73,33,340,1,1
15043,1543,81.3,13,115,93,978,1,1
15044,1544,60.8,60,18,48,582,1,1
15045,1545,134.8,0,74,27,699,1,1
15046,1546,65.6,50,137,70,177,1,1
15047,1547,126.5,6,54,97,539,1,1
15048,1548,70.0,105,136,17,893,1,1
15049,1549,140.9,44,8,57,970,1,1
15050,1550,106.5,116,10,50,541,1,1
15051,1551,135.3,11,97,84,308,1,1
15052,1552,75.1,51,30,78,945,1,1
15053,1553,87.2,116,60,84,164,1,1
15054,1554,122.3,108,76,63,686,1,1
15055,1555,54.9,118,68,63,449,1,1
15056,1556,136.6,107,68,27,368,1,1
15057,1557,145.9,118,51,12,795,1,1
15058,1558,84.9,96,143,87,627,1,1
15059,1559,52.6,74,69,73,277,1,1
15060,1560,100.17,87,87,95,549,0,1
15061,1561,100.28,88,87,95,523,0,1
15062,1562,100.47,87,86,95,557,0,1
15063,1563,100.62,87,88,95,546,0,1
15064,1564,100.56,88,89,95,573,0,1
15065,1565,100.36,88,87,95,569,0,1
15066,1566,100.19,88,88,96,572,0,1
15067,1567,100.13,86,86,95,629,0,1
15068,1568,100.09,88,87,95,573,0,1
15069,1569,100.31,90,91,95,555,0,1
15070,1570,100.17,89,90,96,700,0,1
15071,1571,100.32,87,88,96,503,0,1
15072,1572,100.39,89,88,95,585,0,1
15073,1573,100.19,88,89,95,559,0,1
15074,1574,99.95,89,89,95,593,0,1
15075,1575,100.13,88,87,96,556,0,1
15076,1576,99.93,88,88,96,608,0,1
15077,1577,99.94,88,87,96,554,0,1
15078,1578,99.79,88,87,96,599,0,1
15079,1579,99.63,89,90,96,567,0,1
15080,1580,99.48,87,88,95,551,0,1
15081,1581,99.34,89,89,95,579,0,1
15082,1582,99.1,88,88,96,594,0,1
15083,1583,99.0,87,86,96,600,0,1
15084,1584,99.08,85,84,96,585,0,1
15085,1585,99.0,87,88,96,584,0,1
15086,1586,99.2,87,88,97,523,0,1
15087,1587,99.0,86,85,98,547,0,1
15088,1588,99.18,87,88,98,566,0,1
15089,1589,99.03,88,87,98,532,0,1
15090,1590,99.0,87,87,98,578,0,1
15091,1591,99.0,89,88,97,594,0,1
15092,1592,99.17,88,89,97,557,0,1
15093,1593,99.07,90,90,97,618,0,1
15094,1594,99.0,91,91,98,562,0,1
15095,1595,99.13,90,91,98,574,0,1
15096,1596,99.11,89,89,99,531,0,1
15097,1597,99.32,90,90,99,577,0,1
15098,1598,99.47,91,92,100,535,0,1
15099,1599,99.32,89,90,99,513,0,1
15100,1600,99.16,90,91,99,558,0,1
15101,1601,99.0,91,92,100,581,0,1
15102,1602,99.0,92,92,99,628,0,1
15103,1603,99.0,91,90,100,540,0,1
15104,1604,99.0,89,89,100,551,0,1
15105,1605,99.16,88,87,100,572,0,1
15106,1606,99.0,88,88,100,536,0,1
15107,1607,99.0,90,91,100,555,0,1
15108,1608,99.05,89,88,99,583,0,1
15109,1609,99.2,90,90,98,549,0,1
15110,1610,99.14,91,91,97,577,0,1
15111,1611,99.0,92,93,96,700,0,1
15112,1612,99.11,90,89,95,453,0,1
15113,1613,99.28,91,91,95,528,0,1
15114,1614,99.13,93,92,95,532,0,1
15115,1615,99.05,95,94,95,572,0,1
15116,1616,99.26,97,96,95,541,0,1
15117,1617,99.3,98,97,95,563,0,1
15118,1618,99.2,100,100,95,499,0,1
15119,1619,99.05,100,101,95,544,0,1
15120,1620,99.15,98,98,95,547,0,1
15121,1621,99.34,96,96,95,589,0,1
15122,1622,99.46,96,97,95,550,0,1
15123,1623,99.27,95,95,95,541,0,1
15124,1624,99.12,96,97,95,559,0,1
15125,1625,99.25,95,96,95,577,0,1
15126,1626,99.29,95,96,95,531,0,1
15127,1627,99.47,95,96,95,532,0,1
15128,1628,99.45,96,96,96,511,0,1
15129,1629,99.42,95,95,95,489,0,1
15130,1630,99.58,94,94,96,545,0,1
15131,1631,99.47,92,92,96,506,0,1
15132,1632,99.52,92,93,97,543,0,1
15133,1633,99.74,93,94,96,545,0,1
15134,1634,99.56,92,92,96,523,0,1
15135,1635,99.45,91,90,95,502,0,1
15136,1636,99.65,92,91,95,476,0,1
15137,1637,99.46,91,90,95,539,0,1
15138,1638,99.34,91,90,95,454,0,1
15139,1639,99.56,91,91,95,517,0,1
15140,1640,99.75,90,89,95,515,0,1
15141,1641,99.62,91,92,96,552,0,1
15142,1642,99.66,91,92,96,563,0,1
15143,1643,99.85,93,94,96,527,0,1
15144,1644,100.01,94,95,96,514,0,1
15145,1645,99.77,94,93,95,495,0,1
15146,1646,99.82,93,92,95,487,0,1
15147,1647,99.74,94,93,96,517,0,1
15148,1648,99.79,95,95,96,514,0,1
15149,1649,99.69,95,94,96,516,0,1
15150,1650,99.58,97,98,96,567,0,1
15151,1651,99.65,95,95,96,497,0,1
15152,1652,99.84,96,96,96,536,0,1
15153,1653,99.86,94,93,96,553,0,1
15154,1654,99.91,94,93,95,520,0,1
15155,1655,99.84,93,94,96,521,0,1
15156,1656,99.73,92,91,96,526,0,1
15157,1657,99.62,92,91,96,504,0,1
15158,1658,99.75,93,92,96,700,0,1
15159,1659,99.86,91,90,95,459,0,1
15160,1660,99.82,93,92,95,508,0,1
15161,1661,99.62,94,94,95,526,0,1
15162,1662,99.47,94,93,95,571,0,1
15163,1663,99.22,92,91,95,565,0,1
15164,1664,99.23,91,90,95,547,0,1
15165,1665,99.43,91,91,96,592,0,1
15166,1666,99.61,90,89,96,557,0,1
15167,1667,99.6,91,90,95,599,0,1
15168,1668,99.41,90,89,95,586,0,1
15169,1669,99.43,92,93,95,574,0,1
15170,1670,99.47,91,91,96,578,0,1
15171,1671,99.23,91,91,96,600,0,1
15172,1672,99.19,90,91,97,597,0,1
15173,1673,99.0,89,90,97,597,0,1
15174,1674,99.0,90,90,98,562,0,1
15175,1675,99.0,89,90,98,560,0,1
15176,1676,99.08,90,90,98,579,0,1
15177,1677,99.0,91,92,98,553,0,1
15178,1678,99.24,92,92,99,562,0,1
15179,1679,99.17,92,93,100,577,0,1
15180,1680,99.31,91,90,100,591,0,1
15181,1681,99.56,93,92,100,625,0,1
15182,1682,99.5,92,92,99,595,0,1
15183,1683,99.63,94,94,100,615,0,1
15184,1684,99.41,94,95,99,567,0,1
15185,1685,99.53,93,94,100,548,0,1
15186,1686,99.35,92,92,100,542,0,1
15187,1687,99.41,91,92,100,610,0,1
15188,1688,99.44,91,90,99,589,0,1
15189,1689,99.59,90,90,100,553,0,1
15190,1690,99.37,88,89,100,582,0,1
15191,1691,99.45,88,88,99,611,0,1
15192,1692,99.37,89,89,98,593,0,1
15193,1693,99.18,88,88,97,700,0,1
15194,1694,99.22,89,89,97,504,0,1
15195,1695,99.05,90,89,97,519,0,1
15196,1696,99.0,90,90,98,530,0,1
15197,1697,99.0,90,89,97,529,0,1
15198,1698,99.0,90,90,96,517,0,1
15199,1699,99.06,89,89,95,565,0,1
15200,1700,99.04,90,91,95,583,0,1
15201,1701,99.0,89,90,95,536,0,1
15202,1702,99.0,91,92,95,563,0,1
15203,1703,99.0,93,92,95,552,0,1
15204,1704,99.11,93,92,95,547,0,1
15205,1705,99.17,93,93,95,539,0,1
15206,1706,99.0,93,92,95,552,0,1
15207,1707,99.06,92,91,95,537,0,1
15208,1708,99.15,92,93,95,536,0,1
15209,1709,99.23,94,93,96,598,0,1
15210,1710,99.44,95,94,96,580,0,1
15211,1711,99.51,94,94,96,577,0,1
15212,1712,99.62,92,92,95,527,0,1
15213,1713,99.84,91,92,96,557,0,1
15214,1714,99.59,92,91,96,544,0,1
15215,1715,99.62,93,94,97,528,0,1
15216,1716,99.7,94,94,97,564,0,1
15217,1717,99.66,92,93,97,561,0,1
15218,1718,99.68,92,92,96,546,0,1
15219,1719,99.46,93,92,97,552,0,1
15220,1720,99.45,91,90,97,509,0,1
15221,1721,99.54,92,93,98,540,0,1
15222,1722,99.67,91,90,97,572,0,1
15223,1723,99.83,92,91,98,522,0,1
15224,1724,99.97,90,90,98,515,0,1
15225,1725,99.8,90,89,98,510,0,1
15226,1726,99.71,89,90,97,491,0,1
15227,1727,99.86,89,90,98,520,0,1
15228,1728,100.01,88,89,98,520,0,1
15229,1729,99.93,88,88,98,556,0,1
15230,1730,99.82,89,89,98,567,0,1
15231,1731,99.73,90,90,97,497,0,1
15232,1732,99.51,89,88,96,480,0,1
15233,1733,99.54,90,91,95,499,0,1
15234,1734,99.36,89,89,95,700,0,1
15235,1735,99.43,89,89,96,448,0,1
15236,1736,99.49,88,88,96,476,0,1
15237,1737,99.32,87,86,95,506,0,1
15238,1738,99.11,88,88,95,528,0,1
15239,1739,99.28,87,88,95,524,0,1
15240,1740,82.0,14,120,17,645,1,1
15241,1741,126.7,127,130,36,459,1,1
15242,1742,145.5,82,25,2,212,1,1
15243,1743,80.3,95,50,26,860,1,1
15244,1744,127.6,27,136,43,145,1,1
15245,1745,104.5,68,35,57,896,1,1
15246,1746,146.0,133,58,29,419,1,1
15247,1747,72.3,72,138,24,313,1,1
15248,1748,149.9,133,136,57,474,1,1
15249,1749,128.6,28,95,10,195,1,1
15250,1750,131.4,17,36,86,883,1,1
15251,1751,126.6,71,92,15,355,1,1
15252,1752,139.7,141,54,60,854,1,1
15253,1753,89.5,131,129,11,737,1,1
15254,1754,112.0,13,99,72,579,1,1
15255,1755,69.8,63,43,4,715,1,1
15256,1756,106.0,18,44,58,543,1,1
15257,1757,138.2,130,119,96,68,1,1
15258,1758,94.5,113,97,62,219,1,1
15259,1759,55.5,22,37,87,482,1,1
15260,1760,109.4,64,129,40,369,1,1
15261,1761,120.1,116,76,79,60,1,1
15262,1762,96.7,49,46,51,661,1,1
15263,1763,122.3,64,87,72,465,1,1
15264,1764,132.2,124,149,59,633,1,1
15265,1765,80.1,48,124,29,781,1,1
15266,1766,89.0,89,84,41,116,1,1
15267,1767,109.2,95,77,75,528,1,1
15268,1768,72.6,55,42,76,941,1,1
15269,1769,86.6,90,119,58,711,1,1
15270,1770,64.9,45,120,99,135,1,1
15271,1771,139.1,31,18,17,58,1,1
15272,1772,98.2,93,5,77,373,1,1
15273,1773,86.2,127,123,62,900,1,1
15274,1774,143.7,35,24,1,986,1,1
15275,1775,128.5,85,75,91,447,1,1
15276,1776,91.7,17,8,97,798,1,1
15277,1777,51.5,66,110,27,863,1,1
15278,1778,104.2,56,15,34,126,1,1
15279,1779,145.5,83,91,41,256,1,1
15280,1780,60.8,89,44,58,459,1,1
15281,1781,109.9,117,4,40,881,1,1
15282,1782,118.1,90,74,83,454,1,1
15283,1783,86.3,110,58,11,763,1,1
15284,1784,143.1,132,117,82,247,1,1
15285,1785,92.0,59,42,93,121,1,1
15286,1786,110.8,124,14,11,520,1,1
15287,1787,75.4,4,72,94,895,1,1
15288,1788,63.8,42,98,1,512,1,1
15289,1789,69.9,76,32,10,13,1,1
15290,1790,102.0,32,101,63,681,1,1
15291,1791,139.1,96,41,34,351,1,1
15292,1792,136.1,6,4,48,651,1,1
15293,1793,124.0,37,114,39,473,1,1
15294,1794,53.7,134,133,35,686,1,1
15295,1795,114.9,89,51,13,587,1,1
15296,1796,98.8,123,64,34,903,1,1
15297,1797,92.0,3,81,85,877,1,1
15298,1798,129.5,123,6,88,399,1,1
15299,1799,93.3,105,144,17,852,1,1
15300,1800,70.6,121,24,86,944,1,1
15301,1801,111.3,5,38,59,320,1,1
15302,1802,123.7,12,100,39,223,1,1
15303,1803,64.8,25,13,89,361,1,1
15304,1804,98.8,7,25,81,249,1,1
15305,1805,64.9,121,133,0,868,1,1
15306,1806,85.6,5,135,63,756,1,1
15307,1807,110.2,88,134,79,979,1,1
15308,1808,133.6,99,91,83,100,1,1
15309,1809,102.2,60,144,21,362,1,1
15310,1810,133.8,115,14,80,937,1,1
15311,1811,104.0,97,30,69,992,1,1
15312,1812,79.2,118,83,60,700,1,1
15313,1813,144.1,135,133,8,801,1,1
15314,1814,92.4,88,5,10,119,1,1
15315,1815,75.9,104,4,7,367,1,1
15316,1816,115.5,74,63,95,875,1,1
15317,1817,140.0,134,58,50,65,1,1
15318,1818,62.5,64,4,14,437,1,1
15319,1819,99.0,133,120,40,105,1,1
15320,1820,53.8,7,142,23,12,1,1
15321,1821,102.5,22,123,67,650,1,1
15322,1822,105.1,92,134,81,180,1,1
15323,1823,83.7,75,28,91,501,1,1
15324,1824,111.5,82,24,1,336,1,1
15325,1825,86.7,99,101,37,91,1,1
15326,1826,127.6,132,99,55,167,1,1
15327,1827,102.2,46,116,32,302,1,1
15328,1828,132.3,77,83,16,435,1,1
15329,1829,140.4,99,61,0,748,1,1
15330,1830,130.2,130,142,2,111,1,1
15331,1831,58.6,146,1,64,578,1,1
15332,1832,66.3,6,22,82,340,1,1
15333,1833,91.9,126,69,24,867,1,1
15334,1834,69.0,104,135,24,610,1,1
15335,1835,62.4,111,100,45,231,1,1
15336,1836,89.8,64,136,72,921,1,1
15337,1837,60.9,146,68,56,588,1,1
15338,1838,72.3,72,81,96,299,1,1
15339,1839,95.4,146,83,78,56,1,1
15340,1840,82.6,145,133,69,584,1,1
15341,1841,122.2,9,104,54,112,1,1
15342,1842,117.9,16,110,40,572,1,1
15343,1843,134.2,133,130,67,615,1,1
15344,1844,127.6,97,17,11,237,1,1
15345,1845,105.5,126,86,61,672,1,1
15346,1846,147.9,81,0,90,564,1,1
15347,1847,100.8,106,103,34,154,1,1
15348,1848,52.2,127,78,28,721,1,1
15349,1849,127.5,82,77,76,158,1,1
15350,1850,59.9,130,86,26,70,1,1
15351,1851,82.2,119,23,77,281,1,1
15352,1852,57.2,3,106,35,577,1,1
15353,1853,106.2,135,15,13,737,1,1
15354,1854,114.7,105,7,86,60,1,1
15355,1855,67.2,126,52,45,869,1,1
15356,1856,134.4,3,100,51,26,1,1
15357,1857,84.4,65,136,70,60,1,1
15358,1858,143.1,127,45,17,62,1,1
15359,1859,101.9,117,103,74,550,1,1
15360,1860,100.51,91,91,99,551,0,1
15361,1861,100.43,90,90,99,547,0,1
15362,1862,100.47,90,89,99,575,0,1
15363,1863,100.49,91,92,99,584,0,1
15364,1864,100.24,90,89,100,559,0,1
15365,1865,100.24,92,91,100,569,0,1
15366,1866,100.09,93,92,99,575,0,1
15367,1867,99.9,94,94,100,571,0,1
15368,1868,99.71,94,95,100,618,0,1
15369,1869,99.78,94,94,99,584,0,1
15370,1870,99.76,93,92,99,700,0,1
15371,1871,99.81,95,95,99,492,0,1
15372,1872,99.68,93,94,99,572,0,1
15373,1873,99.45,95,94,99,541,0,1
15374,1874,99.46,96,95,100,623,0,1
15375,1875,99.41,95,94,100,586,0,1
15376,1876,99.27,96,97,99,626,0,1
15377,1877,99.04,96,97,99,599,0,1
15378,1878,99.0,96,95,99,602,0,1
15379,1879,99.0,98,99,99,595,0,1
15380,1880,99.18,96,95,99,542,0,1
15381,1881,99.37,96,97,99,613,0,1
15382,1882,99.57,95,95,99,594,0,1
15383,1883,99.77,94,95,99,618,0,1
15384,1884,99.91,94,94,100,579,0,1
15385,1885,99.72,93,94,100,624,0,1
15386,1886,99.68,92,92,99,589,0,1
15387,1887,99.69,91,90,100,589,0,1
15388,1888,99.72,90,91,100,584,0,1
15389,1889,99.83,90,89,99,564,0,1
15390,1890,99.87,91,92,99,588,0,1
15391,1891,100.12,89,88,99,581,0,1
15392,1892,100.18,87,87,98,550,0,1
15393,1893,100.24,86,85,99,581,0,1
15394,1894,100.34,84,85,99,538,0,1
15395,1895,100.16,86,86,100,558,0,1
15396,1896,100.06,87,87,99,543,0,1
15397,1897,99.84,88,89,99,542,0,1
15398,1898,99.95,87,86,99,527,0,1
15399,1899,100.13,88,89,98,554,0,1
15400,1900,99.97,86,87,98,547,0,1
15401,1901,100.11,86,85,97,556,0,1
15402,1902,100.31,86,85,98,565,0,1
15403,1903,100.46,84,85,97,559,0,1
15404,1904,100.29,83,84,97,522,0,1
15405,1905,100.41,85,84,97,553,0,1
15406,1906,100.22,83,82,97,588,0,1
15407,1907,99.98,84,83,97,516,0,1
15408,1908,99.99,85,84,96,547,0,1
15409,1909,99.76,84,83,97,538,0,1
15410,1910,99.65,84,83,96,566,0,1
15411,1911,99.6,86,87,96,700,0,1
15412,1912,99.68,87,87,96,478,0,1
15413,1913,99.64,87,86,97,531,0,1
15414,1914,99.84,88,88,98,537,0,1
15415,1915,99.6,89,90,97,516,0,1
15416,1916,99.54,87,87,97,566,0,1
15417,1917,99.48,87,86,98,524,0,1
15418,1918,99.42,87,87,98,539,0,1
15419,1919,99.57,87,88,99,521,0,1
15420,1920,99.46,88,87,99,566,0,1
15421,1921,99.56,88,87,100,527,0,1
15422,1922,99.38,87,88,99,507,0,1
15423,1923,99.53,86,86,100,572,0,1
15424,1924,99.38,85,86,99,544,0,1
15425,1925,99.55,86,86,99,542,0,1
15426,1926,99.42,86,85,98,549,0,1
15427,1927,99.43,86,86,98,539,0,1
15428,1928,99.24,87,86,98,549,0,1
15429,1929,99.12,88,87,98,566,0,1
15430,1930,99.02,87,86,98,522,0,1
15431,1931,99.21,89,90,98,517,0,1
15432,1932,99.32,88,88,99,533,0,1
15433,1933,99.44,89,89,99,507,0,1
15434,1934,99.54,89,90,99,520,0,1
15435,1935,99.53,88,87,99,505,0,1
15436,1936,99.72,89,89,98,498,0,1
15437,1937,99.66,90,90,98,511,0,1
15438,1938,99.58,92,92,97,494,0,1
15439,1939,99.71,90,89,97,520,0,1
15440,1940,99.61,89,88,97,542,0,1
15441,1941,99.71,91,92,97,540,0,1
15442,1942,99.95,91,90,97,592,0,1
15443,1943,99.76,92,92,97,542,0,1
15444,1944,99.77,90,91,97,510,0,1
15445,1945,99.71,89,90,97,477,0,1
15446,1946,99.66,91,91,97,559,0,1
15447,1947,99.87,92,92,98,502,0,1
15448,1948,100.09,91,91,98,513,0,1
15449,1949,100.33,91,92,98,513,0,1
15450,1950,100.56,92,91,97,649,0,1
15451,1951,100.81,93,94,97,452,0,1
15452,1952,100.94,92,92,98,524,0,1
15453,1953,100.85,91,92,99,550,0,1
15454,1954,100.82,92,92,99,503,0,1
15455,1955,100.6,91,92,99,530,0,1
15456,1956,100.61,89,89,100,539,0,1
15457,1957,100.54,89,89,99,522,0,1
15458,1958,100.52,90,91,100,561,0,1
15459,1959,100.43,92,92,100,511,0,1
15460,1960,100.46,93,94,100,536,0,1
15461,1961,100.68,92,92,99,601,0,1
15462,1962,100.58,91,92,99,571,0,1
15463,1963,100.57,92,92,99,565,0,1
15464,1964,100.67,92,93,99,584,0,1
15465,1965,100.78,93,93,99,593,0,1
15466,1966,100.72,93,93,99,565,0,1
15467,1967,100.88,93,94,99,581,0,1
15468,1968,100.99,94,95,99,596,0,1
15469,1969,100.97,94,95,99,566,0,1
15470,1970,100.84,94,95,98,549,0,1
15471,1971,100.9,92,91,98,557,0,1
15472,1972,100.68,93,94,99,605,0,1
15473,1973,100.8,94,93,99,575,0,1
15474,1974,100.6,94,93,99,564,0,1
15475,1975,100.74,96,95,99,582,0,1
15476,1976,100.59,95,95,99,621,0,1
15477,1977,100.36,95,94,99,568,0,1
15478,1978,100.12,93,93,99,588,0,1
15479,1979,100.3,92,91,99,564,0,1
15480,1980,100.08,93,94,98,593,0,1
15481,1981,100.17,94,95,98,593,0,1
15482,1982,100.39,93,92,99,581,0,1
15483,1983,100.42,93,92,100,600,0,1
15484,1984,100.37,94,95,100,613,0,1
15485,1985,100.3,93,93,99,600,0,1
15486,1986,100.43,92,92,99,566,0,1
15487,1987,100.66,90,89,98,700,0,1
15488,1988,100.85,90,89,98,504,0,1
15489,1989,100.99,92,91,98,562,0,1
15490,1990,100.86,92,93,98,526,0,1
15491,1991,100.87,91,92,98,577,0,1
15492,1992,100.96,90,89,98,545,0,1
15493,1993,101.0,88,87,97,562,0,1
15494,1994,100.82,88,87,97,565,0,1
15495,1995,101.0,88,88,96,586,0,1
15496,1996,101.0,89,90,97,526,0,1
15497,1997,101.0,88,87,97,557,0,1
15498,1998,100.82,88,89,97,534,0,1
15499,1999,100.71,88,87,97,537,0,1
15500,2000,100.71,88,87,96,528,0,1
15501,2001,100.63,89,88,96,578,0,1
15502,2002,100.87,88,88,96,560,0,1
15503,2003,100.77,87,88,96,527,0,1
15504,2004,100.82,86,87,96,537,0,1
15505,2005,100.6,88,87,95,571,0,1
15506,2006,100.47,87,87,96,552,0,1
15507,2007,100.63,86,86,95,568,0,1
15508,2008,100.86,87,87,95,569,0,1
15509,2009,101.0,86,85,96,546,0,1
15510,2010,101.0,86,87,96,557,0,1
15511,2011,101.0,84,83,96,543,0,1
15512,2012,101.0,83,84,95,565,0,1
15513,2013,101.0,82,83,96,533,0,1
15514,2014,100.98,83,82,97,555,0,1
15515,2015,100.79,83,84,96,536,0,1
15516,2016,101.0,82,83,95,542,0,1
15517,2017,100.86,84,83,96,531,0,1
15518,2018,101.0,85,86,96,514,0,1
15519,2019,101.0,84,84,96,527,0,1
15520,2020,100.99,83,83,96,582,0,1
15521,2021,100.85,84,84,97,587,0,1
15522,2022,100.99,83,84,96,549,0,1
15523,2023,100.97,82,83,96,521,0,1
15524,2024,100.95,81,80,97,562,0,1
15525,2025,100.97,81,82,97,569,0,1
15526,2026,100.73,81,82,97,700,0,1
15527,2027,100.53,80,79,97,451,0,1
15528,2028,100.49,80,80,96,483,0,1
15529,2029,100.73,80,79,95,534,0,1
15530,2030,100.62,80,80,95,554,0,1
15531,2031,100.44,80,80,95,560,0,1
15532,2032,100.34,81,82,95,557,0,1
15533,2033,100.11,81,82,95,533,0,1
15534,2034,100.14,81,82,95,496,0,1
15535,2035,100.07,83,84,95,485,0,1
15536,2036,99.93,82,82,95,503,0,1
15537,2037,100.01,83,84,95,483,0,1
15538,2038,100.02,84,85,95,515,0,1
15539,2039,100.24,85,84,95,494,0,1
15540,2040,84.7,73,91,10,264,1,1
15541,2041,59.8,13,132,63,773,1,1
15542,2042,58.4,118,34,5,558,1,1
15543,2043,124.2,134,17,21,59,1,1
15544,2044,104.3,41,29,16,47,1,1
15545,2045,145.3,132,109,66,47,1,1
15546,2046,131.4,27,75,94,399,1,1
15547,2047,132.1,75,12,22,152,1,1
15548,2048,96.3,94,141,94,48,1,1
15549,2049,116.2,140,13,94,441,1,1
15550,2050,105.6,132,74,11,250,1,1
15551,2051,132.0,145,106,33,208,1,1
15552,2052,134.4,34,114,28,798,1,1
15553,2053,146.5,128,138,84,748,1,1
15554,2054,82.2,111,75,65,399,1,1
15555,2055,148.2,140,145,33,123,1,1
15556,2056,110.1,128,2,10,708,1,1
15557,2057,55.8,130,47,49,386,1,1
15558,2058,96.4,19,115,39,211,1,1
15559,2059,56.8,34,138,53,663,1,1
15560,2060,147.4,98,34,89,889,1,1
15561,2061,119.0,24,5,42,445,1,1
